ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Русский язык,Литература,Иностранный язык,Математика,Алгебра,Геометрия,Информатика,История России,Всеобщая история,Обществознание,География,Физика,Химия,Биология,Музыка,Изобразительное искусство,Технология,Основы безопасности жизнедеятельности,Физическая культура,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны
221,5,М,6,2,4,12,3,3,3,2,,,3,2,2,5,5,,,3,3,3,3,4,5,81,1,3.4166666666666665,Нуждается в улучшении,"Обществознание, География, Физическая культура","История России, Всеобщая история"
222,5,М,8,4,1,13,5,3,5,4,,,3,5,5,5,4,,,4,3,4,2,4,4,78,5,4.083333333333333,Выше среднего,"Русский язык, Иностранный язык, История России, Всеобщая история, Обществознание",Технология
223,5,Ж,1,0,1,13,4,5,5,3,,,2,4,5,2,4,,,3,3,5,3,3,2,79,2,3.5,Нуждается в улучшении,"Литература, Иностранный язык, Всеобщая история","Информатика, Обществознание, Физическая культура"
224,5,Ж,10,1,5,13,5,3,2,2,,,2,3,4,4,4,,,4,5,5,3,4,3,52,4,3.4166666666666665,Нуждается в улучшении,Русский язык,"Иностранный язык, Информатика"
225,5,Ж,8,3,4,13,5,3,5,2,,,5,4,3,3,3,,,4,4,3,4,5,3,54,4,3.9166666666666665,Выше среднего,"Русский язык, Иностранный язык, Информатика, Основы безопасности жизнедеятельности",
226,5,Ж,7,1,1,12,4,4,3,4,,,3,2,5,5,3,,,3,3,4,2,2,5,68,1,3.4166666666666665,Нуждается в улучшении,"Всеобщая история, Обществознание, Физическая культура","История России, Технология, Основы безопасности жизнедеятельности"
227,5,М,1,0,1,12,5,5,4,4,,,5,4,2,4,2,,,5,4,5,4,5,4,57,2,4.083333333333333,Выше среднего,"Русский язык, Литература, Информатика, Биология, Основы безопасности жизнедеятельности","Всеобщая история, География"
228,5,Ж,2,1,4,12,2,3,2,2,,,3,4,5,3,3,,,2,2,4,5,5,4,86,1,3.4166666666666665,Нуждается в улучшении,"Всеобщая история, Технология, Основы безопасности жизнедеятельности","Русский язык, Иностранный язык, Биология"
229,5,М,3,0,3,13,3,4,5,5,,,5,3,3,2,4,,,4,5,4,4,5,3,80,3,3.75,Выше среднего,"Иностранный язык, Информатика, Основы безопасности жизнедеятельности",Обществознание
230,5,М,1,5,1,13,2,5,4,3,,,4,5,4,5,4,,,2,3,4,5,3,2,76,5,3.75,Выше среднего,"Литература, История России, Обществознание, Технология","Русский язык, Биология, Физическая культура"
231,5,Ж,9,2,2,12,3,3,4,4,,,3,5,4,4,2,,,5,5,3,4,3,2,62,3,3.5,Нуждается в улучшении,"История России, Биология","География, Физическая культура"
232,5,Ж,8,3,4,12,5,3,5,3,,,3,3,4,2,5,,,3,4,5,4,3,3,91,3,3.5833333333333335,Выше среднего,"Русский язык, Иностранный язык, География",Обществознание
233,5,Ж,2,0,1,13,2,5,4,4,,,4,3,5,4,3,,,5,4,5,3,5,3,55,1,3.8333333333333335,Выше среднего,"Литература, Всеобщая история, Биология, Основы безопасности жизнедеятельности",Русский язык
234,5,Ж,9,1,5,13,4,5,3,5,,,5,2,5,5,3,,,4,3,4,3,2,2,50,1,3.5833333333333335,Выше среднего,"Литература, Информатика, Всеобщая история, Обществознание","История России, Основы безопасности жизнедеятельности, Физическая культура"
235,5,Ж,7,3,2,12,4,5,5,4,,,3,5,5,4,2,,,2,2,4,3,3,3,79,5,3.6666666666666665,Выше среднего,"Литература, Иностранный язык, История России, Всеобщая история","География, Биология"
236,5,Ж,9,2,1,12,4,4,4,3,,,2,3,3,3,4,,,4,4,5,2,3,4,60,1,3.3333333333333335,Нуждается в улучшении,,"Информатика, Технология"
237,5,Ж,6,5,2,12,4,3,5,3,,,3,3,3,4,4,,,5,4,3,5,3,2,90,1,3.6666666666666665,Выше среднего,"Иностранный язык, Биология, Технология",Физическая культура
238,5,Ж,6,3,2,13,5,5,5,5,,,3,3,4,4,5,,,3,2,3,5,3,3,80,1,4.0,Выше среднего,"Русский язык, Литература, Иностранный язык, География, Технология",
239,5,М,4,0,3,13,2,3,3,2,,,5,3,5,4,3,,,3,5,3,2,4,5,65,1,3.5,Нуждается в улучшении,"Информатика, Всеобщая история, Физическая культура","Русский язык, Технология"
240,5,Ж,10,2,2,13,3,5,3,3,,,4,4,4,5,3,,,3,3,4,4,5,3,64,1,3.8333333333333335,Выше среднего,"Литература, Обществознание, Основы безопасности жизнедеятельности",
241,5,Ж,10,1,3,13,4,5,3,3,,,2,4,5,3,4,,,3,3,5,4,3,3,54,3,3.5833333333333335,Выше среднего,"Литература, Всеобщая история",Информатика
242,5,М,2,2,4,13,4,4,4,3,,,3,4,5,4,4,,,5,5,4,4,5,5,64,3,4.25,Выше среднего,"Всеобщая история, Биология, Основы безопасности жизнедеятельности, Физическая культура",
243,5,Ж,7,2,3,13,3,5,3,3,,,2,4,4,3,5,,,3,5,4,4,4,4,50,5,3.6666666666666665,Выше среднего,"Литература, География",Информатика
244,5,М,5,4,5,12,5,5,5,5,,,5,4,5,3,3,,,4,3,3,2,2,5,64,4,4.0,Выше среднего,"Русский язык, Литература, Иностранный язык, Информатика, Всеобщая история, Физическая культура","Технология, Основы безопасности жизнедеятельности"
245,5,М,6,2,1,12,3,3,2,4,,,5,2,5,4,4,,,3,5,2,4,5,3,85,5,3.5833333333333335,Выше среднего,"Информатика, Всеобщая история, Основы безопасности жизнедеятельности","Иностранный язык, История России"
246,5,Ж,2,2,4,13,3,4,2,4,,,2,2,5,5,2,,,3,4,3,4,2,5,97,2,3.25,Нуждается в улучшении,"Всеобщая история, Обществознание, Физическая культура","Иностранный язык, Информатика, История России, География, Основы безопасности жизнедеятельности"
247,5,М,5,3,4,12,2,2,3,3,,,3,3,4,3,4,,,3,5,4,4,4,2,88,5,3.0833333333333335,Нуждается в улучшении,,"Русский язык, Литература, Физическая культура"
248,5,М,10,1,5,13,4,4,2,4,,,5,4,5,5,2,,,3,3,5,3,4,5,57,5,3.8333333333333335,Выше среднего,"Информатика, Всеобщая история, Обществознание, Физическая культура","Иностранный язык, География"
249,5,М,4,3,3,12,4,3,4,4,,,2,5,2,3,4,,,4,5,5,5,4,5,71,1,3.75,Выше среднего,"История России, Технология, Физическая культура","Информатика, Всеобщая история"
250,5,М,9,3,1,13,2,3,2,4,,,3,2,4,3,4,,,2,3,3,5,3,4,76,1,3.0833333333333335,Нуждается в улучшении,Технология,"Русский язык, Иностранный язык, История России, Биология"
251,5,Ж,6,0,3,12,3,5,3,2,,,3,3,3,3,2,,,5,3,2,4,4,4,83,1,3.5,Нуждается в улучшении,"Литература, Биология",География
252,5,М,2,3,2,12,5,5,2,5,,,2,3,2,4,3,,,4,3,5,2,5,5,79,4,3.5,Нуждается в улучшении,"Русский язык, Литература, Основы безопасности жизнедеятельности, Физическая культура","Иностранный язык, Информатика, Всеобщая история, Технология"
253,5,Ж,1,4,3,13,3,3,5,4,,,2,5,5,4,3,,,3,3,2,3,4,3,61,1,3.5833333333333335,Выше среднего,"Иностранный язык, История России, Всеобщая история",Информатика
254,5,М,5,4,4,13,3,4,5,5,,,5,5,4,3,3,,,2,4,3,4,5,4,51,2,3.9166666666666665,Выше среднего,"Иностранный язык, Информатика, История России, Основы безопасности жизнедеятельности",Биология
255,5,М,9,0,1,12,4,4,3,2,,,4,3,3,4,2,,,2,4,2,2,4,5,95,3,3.3333333333333335,Нуждается в улучшении,Физическая культура,"География, Биология, Технология"
256,5,М,6,5,3,12,3,5,4,3,,,3,4,3,4,3,,,3,3,4,3,3,2,87,2,3.3333333333333335,Нуждается в улучшении,Литература,Физическая культура
257,5,М,10,1,1,13,5,4,3,2,,,3,4,5,4,5,,,4,2,3,3,3,5,71,4,4.0,Выше среднего,"Русский язык, Всеобщая история, География, Физическая культура",
258,5,Ж,7,1,1,12,2,4,3,5,,,4,3,5,3,3,,,5,3,3,3,4,4,66,1,3.5833333333333335,Выше среднего,"Всеобщая история, Биология",Русский язык
259,5,Ж,5,3,2,13,4,5,4,3,,,3,3,2,5,3,,,5,3,4,2,5,5,84,5,3.8333333333333335,Выше среднего,"Литература, Обществознание, Биология, Основы безопасности жизнедеятельности, Физическая культура","Всеобщая история, Технология"
260,5,М,10,3,2,13,4,3,3,5,,,3,4,5,4,5,,,5,3,3,2,2,2,91,3,3.5,Нуждается в улучшении,"Всеобщая история, География, Биология","Технология, Основы безопасности жизнедеятельности, Физическая культура"
261,5,М,6,5,4,12,5,5,5,5,,,2,2,3,3,2,,,3,3,3,4,3,3,94,4,3.3333333333333335,Нуждается в улучшении,"Русский язык, Литература, Иностранный язык","Информатика, История России, География"
262,5,Ж,5,3,5,13,2,5,2,4,,,4,3,4,3,5,,,3,2,4,5,2,5,72,2,3.5833333333333335,Выше среднего,"Литература, География, Технология, Физическая культура","Русский язык, Иностранный язык, Основы безопасности жизнедеятельности"
263,5,М,9,1,1,12,4,5,5,4,,,3,3,4,5,4,,,5,4,5,4,4,2,78,1,4.0,Выше среднего,"Литература, Иностранный язык, Обществознание, Биология",Физическая культура
264,5,М,6,2,5,12,4,3,2,4,,,2,4,5,2,5,,,4,5,3,4,4,4,78,4,3.5833333333333335,Выше среднего,"Всеобщая история, География","Иностранный язык, Информатика, Обществознание"
265,5,М,8,4,4,13,4,3,4,4,,,3,5,5,5,3,,,3,3,3,5,4,5,99,4,4.083333333333333,Выше среднего,"История России, Всеобщая история, Обществознание, Технология, Физическая культура",
266,5,Ж,2,2,1,12,4,5,5,3,,,2,4,3,3,4,,,3,2,2,3,3,3,68,5,3.5,Нуждается в улучшении,"Литература, Иностранный язык",Информатика
267,5,Ж,9,2,1,13,4,3,2,4,,,5,2,4,4,2,,,3,4,4,2,3,4,66,5,3.1666666666666665,Нуждается в улучшении,Информатика,"Иностранный язык, История России, География, Технология"
268,5,Ж,5,1,5,13,5,4,4,5,,,4,2,3,3,5,,,4,3,5,3,5,2,57,5,3.6666666666666665,Выше среднего,"Русский язык, География, Основы безопасности жизнедеятельности","История России, Физическая культура"
269,5,М,7,2,3,13,2,2,3,3,,,3,4,4,5,3,,,5,4,3,5,3,4,99,2,3.5833333333333335,Выше среднего,"Обществознание, Биология, Технология","Русский язык, Литература"
270,5,М,10,5,2,12,2,2,4,5,,,3,3,4,5,4,,,3,5,4,4,3,3,56,5,3.3333333333333335,Нуждается в улучшении,Обществознание,"Русский язык, Литература"
271,5,Ж,1,0,3,13,5,3,3,2,,,4,4,3,5,2,,,2,5,3,2,4,4,60,4,3.4166666666666665,Нуждается в улучшении,"Русский язык, Обществознание","География, Биология, Технология"
272,5,Ж,10,3,5,12,2,4,2,3,,,3,3,4,3,5,,,3,4,3,4,5,5,52,4,3.5833333333333335,Выше среднего,"География, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Иностранный язык"
273,5,Ж,5,0,2,13,5,3,4,2,,,5,5,3,5,4,,,3,3,2,5,3,2,51,4,3.9166666666666665,Выше среднего,"Русский язык, Информатика, История России, Обществознание, Технология",Физическая культура
274,5,Ж,10,4,3,13,4,4,3,2,,,4,5,4,4,2,,,4,3,5,2,5,4,68,3,3.75,Выше среднего,"История России, Основы безопасности жизнедеятельности","География, Технология"
275,5,М,2,3,2,13,4,4,4,5,,,3,5,5,4,3,,,4,4,4,4,2,3,77,3,3.75,Выше среднего,"История России, Всеобщая история",Основы безопасности жизнедеятельности
276,5,Ж,6,2,1,12,3,4,3,5,,,5,3,3,3,3,,,3,5,3,3,2,3,77,2,3.1666666666666665,Нуждается в улучшении,Информатика,Основы безопасности жизнедеятельности
277,5,М,1,4,3,12,3,4,3,5,,,3,4,5,4,3,,,4,5,5,4,4,4,74,5,3.75,Выше среднего,Всеобщая история,
278,5,Ж,3,3,2,13,4,3,4,5,,,3,3,2,5,3,,,3,3,3,4,4,5,60,4,3.5833333333333335,Выше среднего,"Обществознание, Физическая культура",Всеобщая история
279,5,М,5,5,2,13,5,3,4,3,,,4,5,4,3,5,,,4,3,2,5,3,5,89,5,4.166666666666667,Выше среднего,"Русский язык, История России, География, Технология, Физическая культура",
280,5,Ж,4,5,2,12,5,2,3,2,,,5,2,4,3,4,,,4,3,5,4,4,2,92,4,3.5,Нуждается в улучшении,"Русский язык, Информатика","Литература, История России, Физическая культура"
281,5,Ж,3,5,3,12,3,4,3,4,,,4,5,2,2,5,,,3,2,3,4,2,4,51,3,3.4166666666666665,Нуждается в улучшении,"История России, География","Всеобщая история, Обществознание, Основы безопасности жизнедеятельности"
282,5,Ж,10,5,4,12,2,4,3,5,,,4,3,3,3,3,,,4,5,5,3,4,4,61,4,3.3333333333333335,Нуждается в улучшении,,Русский язык
283,5,Ж,5,2,3,13,2,4,3,2,,,3,5,5,4,4,,,3,3,4,2,3,5,90,2,3.5833333333333335,Выше среднего,"История России, Всеобщая история, Физическая культура","Русский язык, Технология"
284,5,М,8,0,5,12,5,3,3,5,,,4,4,4,5,4,,,3,3,5,4,4,2,87,1,3.75,Выше среднего,"Русский язык, Обществознание",Физическая культура
285,5,Ж,4,3,3,13,3,4,3,4,,,3,3,3,3,3,,,3,5,5,2,4,5,61,4,3.25,Нуждается в улучшении,Физическая культура,Технология
286,5,М,1,2,2,12,2,2,4,5,,,4,5,3,4,4,,,3,2,2,3,5,5,99,2,3.6666666666666665,Выше среднего,"История России, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Литература"
287,5,М,7,5,1,13,3,5,4,3,,,3,3,5,4,3,,,5,4,5,3,4,5,74,3,3.9166666666666665,Выше среднего,"Литература, Всеобщая история, Биология, Физическая культура",
288,5,М,8,0,3,13,3,2,3,4,,,2,5,3,3,5,,,3,2,2,3,4,4,86,3,3.3333333333333335,Нуждается в улучшении,"История России, География","Литература, Информатика"
289,5,М,3,4,3,13,5,5,3,5,,,5,5,5,4,4,,,4,3,4,3,4,3,80,1,4.166666666666667,Выше среднего,"Русский язык, Литература, Информатика, История России, Всеобщая история",
290,5,Ж,6,4,2,12,4,4,3,5,,,3,5,3,3,5,,,5,2,4,4,5,4,66,5,4.0,Выше среднего,"История России, География, Биология, Основы безопасности жизнедеятельности",
291,5,М,2,4,1,12,3,3,4,3,,,3,2,4,4,4,,,3,4,4,3,5,3,97,5,3.4166666666666665,Нуждается в улучшении,Основы безопасности жизнедеятельности,История России
292,5,М,7,5,1,12,3,3,5,5,,,3,3,2,2,4,,,2,5,5,4,5,3,61,4,3.25,Нуждается в улучшении,"Иностранный язык, Основы безопасности жизнедеятельности","Всеобщая история, Обществознание, Биология"
293,5,М,8,4,5,13,3,2,4,5,,,3,4,5,4,4,,,2,4,5,4,4,3,79,3,3.5,Нуждается в улучшении,Всеобщая история,"Литература, Биология"
294,5,Ж,6,1,3,13,2,3,4,2,,,4,5,4,3,3,,,2,4,5,5,4,3,51,2,3.5,Нуждается в улучшении,"История России, Технология","Русский язык, Биология"
295,5,Ж,6,3,1,12,2,2,5,2,,,2,2,4,5,2,,,2,5,5,3,3,3,65,1,2.9166666666666665,Нуждается в улучшении,"Иностранный язык, Обществознание","Русский язык, Литература, Информатика, История России, География, Биология"
296,5,Ж,5,3,1,13,4,4,3,4,,,2,2,2,5,5,,,4,3,3,5,5,2,50,5,3.5833333333333335,Выше среднего,"Обществознание, География, Технология, Основы безопасности жизнедеятельности","Информатика, История России, Всеобщая история, Физическая культура"
297,5,Ж,8,5,4,13,2,3,2,4,,,3,3,4,3,5,,,3,5,5,2,3,3,83,4,3.0,Нуждается в улучшении,География,"Русский язык, Иностранный язык, Технология"
298,5,М,1,1,4,13,3,5,4,4,,,3,5,3,3,3,,,4,3,4,4,2,4,94,4,3.5833333333333335,Выше среднего,"Литература, История России",Основы безопасности жизнедеятельности
299,5,М,10,2,1,12,3,3,3,2,,,2,5,3,3,5,,,2,3,5,2,4,3,97,3,3.1666666666666665,Нуждается в улучшении,"История России, География","Информатика, Биология, Технология"
300,5,Ж,4,2,5,13,5,5,4,4,,,3,3,5,5,3,,,3,2,5,4,2,5,50,2,3.9166666666666665,Выше среднего,"Русский язык, Литература, Всеобщая история, Обществознание, Физическая культура",Основы безопасности жизнедеятельности
301,6,М,4,4,1,14,4,4,4,4,,,3,2,5,3,4,,,3,2,2,3,5,4,85,2,3.6666666666666665,Выше среднего,"Всеобщая история, Основы безопасности жизнедеятельности",История России
302,6,М,3,0,2,14,4,2,5,3,,,2,4,3,5,3,,,3,5,3,3,5,5,52,5,3.6666666666666665,Выше среднего,"Иностранный язык, Обществознание, Основы безопасности жизнедеятельности, Физическая культура","Литература, Информатика"
303,6,М,3,2,3,14,4,3,3,4,,,5,3,5,2,2,,,3,3,5,3,4,2,83,4,3.25,Нуждается в улучшении,"Информатика, Всеобщая история","Обществознание, География, Физическая культура"
304,6,Ж,4,0,5,13,4,3,4,3,,,5,4,5,2,2,,,4,3,2,5,3,5,61,3,3.8333333333333335,Выше среднего,"Информатика, Всеобщая история, Технология, Физическая культура","Обществознание, География"
305,6,Ж,1,3,2,14,2,3,4,2,,,3,3,4,3,3,,,4,4,4,2,4,5,94,2,3.3333333333333335,Нуждается в улучшении,Физическая культура,"Русский язык, Технология"
306,6,М,2,0,5,13,5,4,5,4,,,3,4,4,2,2,,,2,3,5,4,4,3,76,4,3.5,Нуждается в улучшении,"Русский язык, Иностранный язык","Обществознание, География, Биология"
307,6,Ж,9,3,2,14,2,4,5,5,,,4,5,5,4,2,,,4,5,2,5,3,3,99,2,3.8333333333333335,Выше среднего,"Иностранный язык, История России, Всеобщая история, Технология","Русский язык, География"
308,6,Ж,10,1,3,14,3,5,5,3,,,4,4,4,2,2,,,3,5,5,2,5,4,86,1,3.5833333333333335,Выше среднего,"Литература, Иностранный язык, Основы безопасности жизнедеятельности","Обществознание, География, Технология"
309,6,Ж,2,1,3,13,5,4,2,3,,,5,3,4,5,2,,,3,3,5,5,3,4,74,2,3.75,Выше среднего,"Русский язык, Информатика, Обществознание, Технология","Иностранный язык, География"
310,6,Ж,5,5,4,14,3,5,3,3,,,3,5,4,5,3,,,5,2,3,2,5,2,61,2,3.75,Выше среднего,"Литература, История России, Обществознание, Биология, Основы безопасности жизнедеятельности","Технология, Физическая культура"
311,6,Ж,9,5,2,14,5,5,3,3,,,4,3,3,3,4,,,5,3,5,5,5,5,82,4,4.166666666666667,Выше среднего,"Русский язык, Литература, Биология, Технология, Основы безопасности жизнедеятельности, Физическая культура",
312,6,М,9,4,4,14,4,5,2,3,,,5,5,5,4,5,,,5,4,2,5,5,4,58,2,4.5,Выше среднего,"Литература, Информатика, История России, Всеобщая история, География, Биология, Технология, Основы безопасности жизнедеятельности",Иностранный язык
313,6,Ж,8,2,2,14,5,4,5,4,,,3,2,4,4,3,,,2,3,5,5,4,5,50,2,3.8333333333333335,Выше среднего,"Русский язык, Иностранный язык, Технология, Физическая культура","История России, Биология"
314,6,М,1,4,4,13,5,2,5,2,,,2,5,4,4,2,,,5,4,4,4,4,3,99,1,3.75,Выше среднего,"Русский язык, Иностранный язык, История России, Биология","Литература, Информатика, География"
315,6,М,1,3,3,14,5,3,3,5,,,3,2,2,3,4,,,4,5,5,5,5,3,72,2,3.5,Нуждается в улучшении,"Русский язык, Технология, Основы безопасности жизнедеятельности","История России, Всеобщая история"
316,6,Ж,9,4,5,14,5,4,2,2,,,2,2,3,2,2,,,4,3,3,2,5,2,77,2,2.9166666666666665,Нуждается в улучшении,"Русский язык, Основы безопасности жизнедеятельности","Иностранный язык, Информатика, История России, Обществознание, География, Технология, Физическая культура"
317,6,М,8,0,4,13,5,3,3,5,,,2,3,3,3,4,,,5,3,4,3,5,3,52,4,3.5,Нуждается в улучшении,"Русский язык, Биология, Основы безопасности жизнедеятельности",Информатика
318,6,М,10,3,2,14,4,2,5,5,,,5,5,3,4,2,,,5,3,5,3,5,5,87,3,4.0,Выше среднего,"Иностранный язык, Информатика, История России, Биология, Основы безопасности жизнедеятельности, Физическая культура","Литература, География"
319,6,М,9,5,2,14,3,4,3,4,,,3,5,5,5,3,,,4,4,3,3,4,4,85,1,3.8333333333333335,Выше среднего,"История России, Всеобщая история, Обществознание",
320,6,Ж,7,1,3,14,2,2,2,2,,,2,3,3,5,2,,,5,3,5,4,2,5,93,2,3.0833333333333335,Нуждается в улучшении,"Обществознание, Биология, Физическая культура","Русский язык, Литература, Иностранный язык, Информатика, География, Основы безопасности жизнедеятельности"
321,6,Ж,3,5,2,14,4,4,2,4,,,5,2,3,3,3,,,3,3,5,2,3,5,93,3,3.25,Нуждается в улучшении,"Информатика, Физическая культура","Иностранный язык, История России, Технология"
322,6,М,3,2,1,13,5,2,3,4,,,3,3,4,4,5,,,4,3,4,5,4,2,54,4,3.6666666666666665,Выше среднего,"Русский язык, География, Технология","Литература, Физическая культура"
323,6,Ж,2,3,5,14,4,4,5,5,,,3,3,4,5,2,,,3,4,5,4,3,3,78,1,3.5833333333333335,Выше среднего,"Иностранный язык, Обществознание",География
324,6,Ж,5,3,4,13,5,5,3,4,,,3,5,2,2,5,,,5,3,4,5,4,5,62,4,4.083333333333333,Выше среднего,"Русский язык, Литература, История России, География, Биология, Технология, Физическая культура","Всеобщая история, Обществознание"
325,6,Ж,3,0,5,14,5,2,3,3,,,3,3,2,4,3,,,4,5,4,5,4,4,93,3,3.5,Нуждается в улучшении,"Русский язык, Технология","Литература, Всеобщая история"
326,6,Ж,6,2,3,14,3,4,2,5,,,3,5,5,4,5,,,5,5,2,5,3,4,53,1,4.0,Выше среднего,"История России, Всеобщая история, География, Биология, Технология",Иностранный язык
327,6,М,2,1,4,14,3,5,4,5,,,5,4,2,4,3,,,3,4,4,2,3,3,55,2,3.4166666666666665,Нуждается в улучшении,"Литература, Информатика","Всеобщая история, Технология"
328,6,М,3,3,4,13,3,3,4,4,,,3,4,5,4,3,,,5,5,4,4,4,5,87,3,3.9166666666666665,Выше среднего,"Всеобщая история, Биология, Физическая культура",
329,6,Ж,5,3,1,14,3,3,3,5,,,4,5,3,5,4,,,3,4,4,3,5,4,55,4,3.75,Выше среднего,"История России, Обществознание, Основы безопасности жизнедеятельности",
330,6,Ж,1,0,3,14,4,3,3,4,,,2,3,4,3,2,,,4,5,3,2,5,5,60,1,3.3333333333333335,Нуждается в улучшении,"Основы безопасности жизнедеятельности, Физическая культура","Информатика, География, Технология"
331,6,М,1,4,2,13,5,4,5,4,,,5,3,3,5,5,,,5,3,3,3,2,5,76,3,4.166666666666667,Выше среднего,"Русский язык, Иностранный язык, Информатика, Обществознание, География, Биология, Физическая культура",Основы безопасности жизнедеятельности
332,6,М,10,1,1,13,5,4,2,4,,,4,5,5,3,3,,,2,4,5,4,4,4,95,3,3.75,Выше среднего,"Русский язык, История России, Всеобщая история","Иностранный язык, Биология"
333,6,Ж,9,5,1,13,3,2,4,4,,,5,3,3,3,4,,,3,2,3,3,5,4,84,4,3.5,Нуждается в улучшении,"Информатика, Основы безопасности жизнедеятельности",Литература
334,6,М,7,2,5,13,2,4,3,3,,,3,2,3,5,3,,,4,3,3,3,4,3,89,4,3.25,Нуждается в улучшении,Обществознание,"Русский язык, История России"
335,6,Ж,1,3,5,14,3,3,3,4,,,5,5,3,5,4,,,3,3,3,3,3,3,53,2,3.5833333333333335,Выше среднего,"Информатика, История России, Обществознание",
336,6,Ж,8,3,5,14,4,5,4,4,,,5,4,5,3,4,,,3,4,4,2,3,4,76,2,3.8333333333333335,Выше среднего,"Литература, Информатика, Всеобщая история",Технология
337,6,М,3,5,1,14,3,3,5,3,,,4,3,5,4,5,,,3,4,5,4,3,2,65,3,3.6666666666666665,Выше среднего,"Иностранный язык, Всеобщая история, География",Физическая культура
338,6,М,8,1,2,14,2,5,4,3,,,2,4,3,2,3,,,3,4,5,4,3,5,67,4,3.3333333333333335,Нуждается в улучшении,"Литература, Физическая культура","Русский язык, Информатика, Обществознание"
339,6,Ж,5,4,4,13,3,3,2,5,,,2,3,3,3,5,,,5,4,3,5,3,4,56,3,3.4166666666666665,Нуждается в улучшении,"География, Биология, Технология","Иностранный язык, Информатика"
340,6,Ж,1,3,5,14,3,4,4,4,,,3,5,5,4,5,,,5,2,3,3,4,5,60,5,4.166666666666667,Выше среднего,"История России, Всеобщая история, География, Биология, Физическая культура",
341,6,М,7,1,2,14,5,4,4,2,,,2,2,5,4,5,,,4,3,5,3,4,3,57,4,3.75,Выше среднего,"Русский язык, Всеобщая история, География","Информатика, История России"
342,6,Ж,5,5,3,14,2,4,4,5,,,4,4,4,4,4,,,2,3,5,3,4,5,55,5,3.6666666666666665,Выше среднего,Физическая культура,"Русский язык, Биология"
343,6,М,6,0,5,14,2,3,4,5,,,4,5,5,4,3,,,5,3,3,5,3,4,97,5,3.9166666666666665,Выше среднего,"История России, Всеобщая история, Биология, Технология",Русский язык
344,6,Ж,6,4,4,13,2,5,2,4,,,4,4,3,3,2,,,4,4,5,3,4,5,54,4,3.4166666666666665,Нуждается в улучшении,"Литература, Физическая культура","Русский язык, Иностранный язык, География"
345,6,М,8,2,3,14,3,3,4,3,,,3,5,3,2,5,,,5,4,3,3,4,3,55,2,3.5833333333333335,Выше среднего,"История России, География, Биология",Обществознание
346,6,М,9,3,3,14,4,4,4,5,,,3,5,3,3,5,,,3,3,4,3,5,4,87,3,3.8333333333333335,Выше среднего,"История России, География, Основы безопасности жизнедеятельности",
347,6,М,2,1,4,14,4,4,3,5,,,3,4,4,5,2,,,2,5,2,2,3,4,51,1,3.3333333333333335,Нуждается в улучшении,Обществознание,"География, Биология, Технология"
348,6,Ж,9,0,5,13,4,5,4,3,,,3,3,3,5,3,,,4,5,5,2,3,3,80,1,3.5,Нуждается в улучшении,"Литература, Обществознание",Технология
349,6,Ж,10,2,1,13,4,4,3,2,,,4,4,3,3,5,,,3,3,5,4,3,3,88,4,3.5833333333333335,Выше среднего,География,
350,6,М,9,1,4,14,3,3,3,3,,,3,5,3,2,2,,,5,4,3,4,4,5,81,2,3.5,Нуждается в улучшении,"История России, Биология, Физическая культура","Обществознание, География"
351,6,Ж,10,1,4,14,4,4,5,4,,,4,3,4,4,3,,,4,2,4,3,5,2,58,2,3.75,Выше среднего,"Иностранный язык, Основы безопасности жизнедеятельности",Физическая культура
352,6,М,10,2,4,14,2,4,3,3,,,4,4,2,4,5,,,3,4,3,4,4,3,64,2,3.5,Нуждается в улучшении,География,"Русский язык, Всеобщая история"
353,6,М,7,0,3,13,3,5,3,4,,,5,4,2,3,5,,,4,3,2,3,5,3,70,1,3.75,Выше среднего,"Литература, Информатика, География, Основы безопасности жизнедеятельности",Всеобщая история
354,6,Ж,1,5,2,14,5,5,4,3,,,3,2,5,4,5,,,4,4,3,4,4,5,95,5,4.166666666666667,Выше среднего,"Русский язык, Литература, Всеобщая история, География, Физическая культура",История России
355,6,Ж,7,0,1,14,5,4,5,5,,,4,2,3,5,2,,,3,3,4,5,2,4,77,1,3.6666666666666665,Выше среднего,"Русский язык, Иностранный язык, Обществознание, Технология","История России, География, Основы безопасности жизнедеятельности"
356,6,М,10,4,5,14,4,3,5,3,,,2,5,3,4,3,,,3,5,2,5,5,3,94,2,3.75,Выше среднего,"Иностранный язык, История России, Технология, Основы безопасности жизнедеятельности",Информатика
357,6,Ж,5,3,5,13,3,5,4,4,,,3,4,4,3,4,,,3,4,4,3,3,3,76,1,3.5,Нуждается в улучшении,Литература,
358,6,Ж,6,2,2,14,3,4,2,5,,,4,2,5,4,4,,,2,2,4,4,2,5,54,1,3.4166666666666665,Нуждается в улучшении,"Всеобщая история, Физическая культура","Иностранный язык, История России, Биология, Основы безопасности жизнедеятельности"
359,6,М,10,5,4,14,5,5,5,3,,,4,5,4,3,3,,,3,4,4,5,5,2,66,3,4.083333333333333,Выше среднего,"Русский язык, Литература, Иностранный язык, История России, Технология, Основы безопасности жизнедеятельности",Физическая культура
