ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Предмет_1,Оценка_1,Предмет_2,Оценка_2,Предмет_3,Оценка_3,Предмет_4,Оценка_4,Предмет_5,Оценка_5,Предмет_6,Оценка_6,Предмет_7,Оценка_7,Предмет_8,Оценка_8,Предмет_9,Оценка_9,Предмет_10,Оценка_10,Предмет_11,Оценка_11,Предмет_12,Оценка_12,Предмет_13,Оценка_13,Предмет_14,Оценка_14,Предмет_15,Оценка_15,Предмет_16,Оценка_16,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны,Cluster,Прогнозные значения
85,7,М,7,4,5,14,Русский язык,3,Литература,2,Иностранный язык,4,Алгебра,3,Геометрия,2,Информатика,3,История России,3,Всеобщая история,2,Обществознание,2,География,5,Физика,3,Музыка,3,Биология,4,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,3,70,5,3.2,Нуждается в улучшении,"География, Основы безопасности жизнедеятельности","Литература, Геометрия, Всеобщая история, Обществознание",0,3.59
86,7,Ж,1,5,1,14,Русский язык,3,Литература,3,Иностранный язык,2,Алгебра,2,Геометрия,2,Информатика,5,История России,5,Всеобщая история,4,Обществознание,3,География,5,Физика,3,Музыка,5,Биология,4,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,3,73,3,3.333333333333333,Нуждается в улучшении,"Информатика, История России, География","Иностранный язык, Алгебра, Геометрия, Технология",0,1.91
87,7,Ж,8,1,3,15,Русский язык,2,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,5,Информатика,5,История России,4,Всеобщая история,3,Обществознание,2,География,2,Физика,3,Музыка,3,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,5,70,4,3.6666666666666665,Выше среднего,"Геометрия, Информатика, Технология, Физическая культура","Русский язык, Обществознание, География",3,3.09
88,7,М,3,5,1,14,Русский язык,2,Литература,5,Иностранный язык,4,Алгебра,5,Геометрия,5,Информатика,4,История России,3,Всеобщая история,4,Обществознание,3,География,3,Физика,5,Музыка,2,Биология,5,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,5,56,1,4.066666666666666,Выше среднего,"Литература, Алгебра, Геометрия, Физика, Биология, Технология, Физическая культура",Русский язык,3,1.84
89,7,М,6,3,1,15,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,4,История России,5,Всеобщая история,5,Обществознание,3,География,3,Физика,2,Музыка,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,4,57,5,3.933333333333333,Выше среднего,"Русский язык, Алгебра, История России, Всеобщая история, Биология, Основы безопасности жизнедеятельности",Физика,2,1.67
90,7,Ж,9,3,2,14,Русский язык,2,Литература,2,Иностранный язык,3,Алгебра,2,Геометрия,2,Информатика,5,История России,4,Всеобщая история,3,Обществознание,3,География,4,Физика,4,Музыка,3,Биология,2,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,2,71,3,3.1333333333333333,Нуждается в улучшении,"Информатика, Основы безопасности жизнедеятельности","Русский язык, Литература, Алгебра, Геометрия, Биология, Физическая культура",0,2.51
91,7,Ж,6,1,3,14,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,3,История России,4,Всеобщая история,5,Обществознание,5,География,4,Физика,5,Музыка,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,3,71,2,3.8,Выше среднего,"Русский язык, Всеобщая история, Обществознание, Физика",Основы безопасности жизнедеятельности,2,2.92
92,7,Ж,9,2,1,14,Русский язык,5,Литература,2,Иностранный язык,5,Алгебра,5,Геометрия,4,Информатика,5,История России,5,Всеобщая история,2,Обществознание,3,География,5,Физика,3,Музыка,5,Биология,5,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,4,79,5,3.933333333333333,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Информатика, История России, География, Биология","Литература, Всеобщая история, Технология",0,1.58
93,7,М,7,2,4,15,Русский язык,4,Литература,2,Иностранный язык,4,Алгебра,2,Геометрия,4,Информатика,5,История России,3,Всеобщая история,4,Обществознание,4,География,4,Физика,4,Музыка,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,3,83,2,3.533333333333333,Выше среднего,Информатика,"Литература, Алгебра, Биология",0,3.54
94,7,Ж,9,3,1,14,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,5,Информатика,5,История России,3,Всеобщая история,4,Обществознание,5,География,4,Физика,2,Музыка,4,Биология,3,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,5,78,2,3.733333333333333,Выше среднего,"Алгебра, Геометрия, Информатика, Обществознание, Физическая культура","Физика, Технология, Основы безопасности жизнедеятельности",1,2.02
95,7,Ж,2,3,4,14,Русский язык,2,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,5,Информатика,3,История России,2,Всеобщая история,3,Обществознание,5,География,3,Физика,5,Музыка,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,2,59,5,3.4,Нуждается в улучшении,"Иностранный язык, Геометрия, Обществознание, Физика","Русский язык, История России, Биология, Физическая культура",1,3.27
96,7,Ж,8,0,2,15,Русский язык,4,Литература,3,Иностранный язык,3,Алгебра,5,Геометрия,5,Информатика,5,История России,5,Всеобщая история,5,Обществознание,3,География,2,Физика,3,Музыка,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,54,3,3.733333333333333,Выше среднего,"Алгебра, Геометрия, Информатика, История России, Всеобщая история","География, Биология",2,2.68
97,7,М,8,2,1,15,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,5,География,3,Физика,5,Музыка,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,98,1,4.066666666666666,Выше среднего,"Алгебра, Обществознание, Физика, Биология, Технология",,0,2.45
98,7,Ж,2,1,5,15,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,3,Информатика,4,История России,3,Всеобщая история,5,Обществознание,3,География,3,Физика,5,Музыка,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,88,3,3.933333333333333,Выше среднего,"Литература, Иностранный язык, Всеобщая история, Физика, Технология",,1,3.02
99,7,Ж,4,2,2,14,Русский язык,2,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,5,История России,3,Всеобщая история,4,Обществознание,3,География,5,Физика,4,Музыка,2,Биология,4,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,83,4,4.0,Выше среднего,"Литература, Иностранный язык, Информатика, География, Технология",Русский язык,3,2.33
100,7,М,7,0,4,15,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,2,История России,3,Всеобщая история,4,Обществознание,5,География,4,Физика,4,Музыка,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,87,4,3.333333333333333,Нуждается в улучшении,"Русский язык, Обществознание","Информатика, Биология, Основы безопасности жизнедеятельности",2,3.82
101,7,Ж,4,5,2,14,Русский язык,2,Литература,3,Иностранный язык,3,Алгебра,2,Геометрия,3,Информатика,3,История России,4,Всеобщая история,5,Обществознание,5,География,3,Физика,5,Музыка,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,2,59,1,3.333333333333333,Нуждается в улучшении,"Всеобщая история, Обществознание, Физика","Русский язык, Алгебра, Биология, Физическая культура",1,2.21
102,7,Ж,4,3,1,15,Русский язык,3,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,5,История России,5,Всеобщая история,3,Обществознание,5,География,4,Физика,2,Музыка,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,58,4,3.8,Выше среднего,"Информатика, История России, Обществознание, Биология, Технология",Физика,0,1.61
103,7,М,6,3,3,15,Русский язык,3,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,5,История России,3,Всеобщая история,3,Обществознание,5,География,3,Физика,3,Музыка,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,5,81,2,3.733333333333333,Выше среднего,"Информатика, Обществознание, Основы безопасности жизнедеятельности, Физическая культура",,0,2.88
104,7,Ж,10,0,3,15,Русский язык,2,Литература,4,Иностранный язык,5,Алгебра,2,Геометрия,4,Информатика,5,История России,3,Всеобщая история,5,Обществознание,3,География,3,Физика,2,Музыка,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,4,54,4,3.2666666666666666,Нуждается в улучшении,"Иностранный язык, Информатика, Всеобщая история","Русский язык, Алгебра, Физика, Биология, Основы безопасности жизнедеятельности",1,2.99
105,7,М,6,1,4,14,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,3,Геометрия,4,Информатика,3,История России,5,Всеобщая история,3,Обществознание,4,География,5,Физика,4,Музыка,3,Биология,5,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,2,84,5,3.733333333333333,Выше среднего,"История России, География, Биология, Основы безопасности жизнедеятельности","Иностранный язык, Физическая культура",3,3.72
106,7,М,10,3,4,14,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,2,Информатика,4,История России,3,Всеобщая история,4,Обществознание,3,География,5,Физика,5,Музыка,3,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,5,60,2,4.066666666666666,Выше среднего,"Русский язык, Алгебра, География, Физика, Технология, Физическая культура",Геометрия,0,3.96
107,7,Ж,3,4,3,14,Русский язык,5,Литература,3,Иностранный язык,2,Алгебра,2,Геометрия,4,Информатика,2,История России,5,Всеобщая история,5,Обществознание,4,География,2,Физика,5,Музыка,5,Биология,4,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,3,91,3,3.533333333333333,Выше среднего,"Русский язык, История России, Всеобщая история, Физика, Основы безопасности жизнедеятельности","Иностранный язык, Алгебра, Информатика, География, Технология",2,3.33
108,7,Ж,9,3,4,14,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,5,История России,4,Всеобщая история,4,Обществознание,3,География,5,Физика,4,Музыка,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,3,65,1,3.733333333333333,Выше среднего,"Русский язык, Информатика, География",,0,3.54
109,7,Ж,10,4,2,14,Русский язык,4,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,3,История России,3,Всеобщая история,3,Обществознание,3,География,4,Физика,4,Музыка,4,Биология,2,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,3,76,5,3.333333333333333,Нуждается в улучшении,Иностранный язык,"Биология, Основы безопасности жизнедеятельности",1,2.31
110,7,Ж,2,0,5,14,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,4,Геометрия,3,Информатика,4,История России,5,Всеобщая история,3,Обществознание,5,География,3,Физика,5,Музыка,4,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,69,5,3.933333333333333,Выше среднего,"История России, Обществознание, Физика, Технология",,0,2.57
111,7,М,6,0,5,14,Русский язык,2,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,4,История России,3,Всеобщая история,3,Обществознание,5,География,4,Физика,5,Музыка,4,Биология,4,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,3,50,1,3.733333333333333,Выше среднего,"Иностранный язык, Геометрия, Обществознание, Физика","Русский язык, Технология",1,2.58
112,7,Ж,7,3,2,14,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,5,Геометрия,5,Информатика,5,История России,3,Всеобщая история,3,Обществознание,4,География,3,Физика,4,Музыка,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,75,4,3.8,Выше среднего,"Алгебра, Геометрия, Информатика, Физическая культура",Иностранный язык,2,2.63
113,7,М,9,2,5,14,Русский язык,3,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,4,География,2,Физика,2,Музыка,3,Биология,4,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,3,60,1,3.066666666666667,Нуждается в улучшении,,"Иностранный язык, География, Физика, Технология, Основы безопасности жизнедеятельности",1,4.39
114,7,Ж,3,4,1,15,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,4,История России,5,Всеобщая история,5,Обществознание,4,География,3,Физика,4,Музыка,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,64,1,3.933333333333333,Выше среднего,"Иностранный язык, История России, Всеобщая история",,2,1.41
115,7,Ж,10,1,2,15,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,2,Геометрия,4,Информатика,3,История России,5,Всеобщая история,3,Обществознание,4,География,3,Физика,4,Музыка,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,2,88,4,3.533333333333333,Выше среднего,"Иностранный язык, История России","Алгебра, Физическая культура",3,2.13
116,7,Ж,3,3,4,14,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,2,Информатика,4,История России,3,Всеобщая история,5,Обществознание,5,География,2,Физика,4,Музыка,4,Биология,2,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,4,89,3,3.4,Нуждается в улучшении,"Иностранный язык, Всеобщая история, Обществознание","Геометрия, География, Биология, Технология",1,3.64
117,7,М,7,1,2,14,Русский язык,4,Литература,2,Иностранный язык,5,Алгебра,5,Геометрия,4,Информатика,4,История России,5,Всеобщая история,5,Обществознание,3,География,3,Физика,5,Музыка,4,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,2,97,1,4.066666666666666,Выше среднего,"Иностранный язык, Алгебра, История России, Всеобщая история, Физика, Биология, Технология","Литература, Физическая культура",2,1.91
118,7,Ж,4,3,3,14,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,2,История России,4,Всеобщая история,5,Обществознание,3,География,4,Физика,5,Музыка,3,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,67,4,3.933333333333333,Выше среднего,"Русский язык, Всеобщая история, Физика, Биология, Технология",Информатика,3,2.96
119,7,Ж,8,2,4,14,Русский язык,3,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,5,География,4,Физика,3,Музыка,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,73,5,3.466666666666667,Нуждается в улучшении,"Обществознание, Основы безопасности жизнедеятельности",,0,3.86
120,7,Ж,7,2,3,15,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,2,Геометрия,3,Информатика,5,История России,4,Всеобщая история,4,Обществознание,5,География,3,Физика,2,Музыка,3,Биология,5,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,2,77,1,3.533333333333333,Выше среднего,"Русский язык, Иностранный язык, Информатика, Обществознание, Биология","Алгебра, Физика, Технология, Основы безопасности жизнедеятельности, Физическая культура",1,2.88
121,7,Ж,5,2,4,15,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,5,Информатика,3,История России,4,Всеобщая история,3,Обществознание,4,География,3,Физика,3,Музыка,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,74,1,3.733333333333333,Выше среднего,"Русский язык, Алгебра, Геометрия",,2,3.42
122,7,М,7,5,5,14,Русский язык,4,Литература,5,Иностранный язык,3,Алгебра,2,Геометрия,3,Информатика,3,История России,4,Всеобщая история,3,Обществознание,2,География,3,Физика,3,Музыка,4,Биология,4,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,72,3,3.4,Нуждается в улучшении,"Литература, Технология","Алгебра, Обществознание",3,4.49
123,7,Ж,3,2,2,15,Русский язык,4,Литература,5,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,4,История России,2,Всеобщая история,4,Обществознание,5,География,5,Физика,3,Музыка,3,Биология,5,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,3,60,3,3.8,Выше среднего,"Литература, Алгебра, Обществознание, География, Биология","История России, Технология",1,2.14
124,7,М,2,0,1,15,Русский язык,2,Литература,2,Иностранный язык,3,Алгебра,3,Геометрия,5,Информатика,5,История России,2,Всеобщая история,5,Обществознание,4,География,3,Физика,5,Музыка,3,Биология,2,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,82,5,3.4,Нуждается в улучшении,"Геометрия, Информатика, Всеобщая история, Физика","Русский язык, Литература, История России, Биология",1,1.89
125,7,М,6,0,4,14,Русский язык,5,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,5,Информатика,3,История России,5,Всеобщая история,2,Обществознание,5,География,5,Физика,3,Музыка,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,3,65,3,4.133333333333334,Выше среднего,"Русский язык, Литература, Иностранный язык, Геометрия, История России, Обществознание, География, Основы безопасности жизнедеятельности",Всеобщая история,3,3.87
126,7,М,2,5,4,14,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,2,Информатика,5,История России,5,Всеобщая история,3,Обществознание,4,География,3,Физика,4,Музыка,5,Биология,3,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,4,85,5,3.6,Выше среднего,"Информатика, История России, Основы безопасности жизнедеятельности","Иностранный язык, Геометрия, Технология",2,3.72
127,7,М,3,4,3,14,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,2,Геометрия,5,Информатика,5,История России,4,Всеобщая история,3,Обществознание,3,География,5,Физика,3,Музыка,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,4,72,1,4.0,Выше среднего,"Русский язык, Иностранный язык, Геометрия, Информатика, География, Основы безопасности жизнедеятельности",Алгебра,3,2.88
128,7,М,6,1,5,14,Русский язык,4,Литература,2,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,5,Всеобщая история,5,Обществознание,2,География,3,Физика,4,Музыка,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,55,4,3.466666666666667,Нуждается в улучшении,"История России, Всеобщая история","Литература, Обществознание",2,4.37
129,7,М,5,3,3,15,Русский язык,5,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,3,История России,4,Всеобщая история,5,Обществознание,4,География,3,Физика,5,Музыка,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,5,92,3,4.0,Выше среднего,"Русский язык, Литература, Всеобщая история, Физика, Физическая культура",,2,3.105
130,7,Ж,8,3,3,14,Русский язык,5,Литература,2,Иностранный язык,4,Алгебра,2,Геометрия,4,Информатика,4,История России,5,Всеобщая история,2,Обществознание,3,География,4,Физика,5,Музыка,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,5,73,5,3.866666666666666,Выше среднего,"Русский язык, История России, Физика, Технология, Основы безопасности жизнедеятельности, Физическая культура","Литература, Алгебра, Всеобщая история",0,3.14
131,7,М,9,5,5,15,Русский язык,3,Литература,5,Иностранный язык,3,Алгебра,5,Геометрия,4,Информатика,5,История России,3,Всеобщая история,3,Обществознание,3,География,4,Физика,2,Музыка,5,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,2,87,3,3.6666666666666665,Выше среднего,"Литература, Алгебра, Информатика, Технология","Физика, Физическая культура",3,3.81
132,7,М,3,0,1,14,Русский язык,3,Литература,2,Иностранный язык,4,Алгебра,2,Геометрия,4,Информатика,4,История России,3,Всеобщая история,5,Обществознание,3,География,4,Физика,5,Музыка,3,Биология,2,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,3,91,3,3.333333333333333,Нуждается в улучшении,"Всеобщая история, Физика","Литература, Алгебра, Биология",1,1.9
133,7,М,10,3,3,15,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,4,Геометрия,3,Информатика,3,История России,4,Всеобщая история,3,Обществознание,3,География,3,Физика,3,Музыка,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,5,55,2,3.533333333333333,Выше среднего,Физическая культура,,2,2.91
134,7,Ж,3,0,3,14,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,3,Всеобщая история,4,Обществознание,3,География,2,Физика,4,Музыка,2,Биология,3,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,2,59,1,3.333333333333333,Нуждается в улучшении,Основы безопасности жизнедеятельности,"География, Физическая культура",1,3.04
135,7,Ж,3,4,4,14,Русский язык,3,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,4,История России,4,Всеобщая история,2,Обществознание,2,География,4,Физика,2,Музыка,5,Биология,4,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,4,71,3,3.4,Нуждается в улучшении,Основы безопасности жизнедеятельности,"Всеобщая история, Обществознание, Физика",0,3.84
136,7,М,6,1,5,15,Русский язык,5,Литература,2,Иностранный язык,2,Алгебра,4,Геометрия,3,Информатика,4,История России,5,Всеобщая история,3,Обществознание,5,География,5,Физика,4,Музыка,5,Биология,5,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,5,72,4,3.866666666666666,Выше среднего,"Русский язык, История России, Обществознание, География, Биология, Физическая культура","Литература, Иностранный язык, Технология",0,4.14
137,7,Ж,1,4,2,15,Русский язык,4,Литература,3,Иностранный язык,2,Алгебра,4,Геометрия,5,Информатика,3,История России,3,Всеобщая история,4,Обществознание,2,География,5,Физика,2,Музыка,3,Биология,2,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,4,54,2,3.333333333333333,Нуждается в улучшении,"Геометрия, География, Основы безопасности жизнедеятельности","Иностранный язык, Обществознание, Физика, Биология, Технология",2,3.08
138,7,М,7,5,1,15,Русский язык,5,Литература,2,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,4,История России,5,Всеобщая история,5,Обществознание,3,География,4,Физика,4,Музыка,4,Биология,5,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,2,77,5,4.0,Выше среднего,"Русский язык, История России, Всеобщая история, Биология, Технология, Основы безопасности жизнедеятельности","Литература, Физическая культура",3,2.61
139,7,М,1,2,1,14,Русский язык,5,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,2,Информатика,2,История России,4,Всеобщая история,3,Обществознание,3,География,2,Физика,4,Музыка,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,4,58,5,3.2666666666666666,Нуждается в улучшении,"Русский язык, Биология","Иностранный язык, Геометрия, Информатика, География, Основы безопасности жизнедеятельности",2,1.57
140,7,Ж,5,2,5,15,Русский язык,4,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,4,История России,4,Всеобщая история,3,Обществознание,5,География,2,Физика,3,Музыка,5,Биология,5,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,88,4,3.6666666666666665,Выше среднего,"Иностранный язык, Обществознание, Биология","География, Основы безопасности жизнедеятельности",0,2.91
141,7,М,10,2,4,15,Русский язык,5,Литература,5,Иностранный язык,4,Алгебра,5,Геометрия,3,Информатика,2,История России,4,Всеобщая история,3,Обществознание,3,География,5,Физика,5,Музыка,2,Биология,4,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,5,98,4,4.066666666666666,Выше среднего,"Русский язык, Литература, Алгебра, География, Физика, Физическая культура",Информатика,3,3.55
142,7,Ж,8,4,4,15,Русский язык,4,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,2,Информатика,2,История России,3,Всеобщая история,4,Обществознание,2,География,5,Физика,2,Музыка,5,Биология,3,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,3,93,1,3.2,Нуждается в улучшении,"Иностранный язык, География","Геометрия, Информатика, Обществознание, Физика",3,2.84
143,7,Ж,4,3,5,15,Русский язык,5,Литература,2,Иностранный язык,5,Алгебра,3,Геометрия,3,Информатика,5,История России,3,Всеобщая история,5,Обществознание,2,География,5,Физика,5,Музыка,3,Биология,3,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,4,77,4,4.0,Выше среднего,"Русский язык, Иностранный язык, Информатика, Всеобщая история, География, Физика, Технология, Основы безопасности жизнедеятельности","Литература, Обществознание",0,3.85
144,7,М,5,1,4,15,Русский язык,3,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,5,Информатика,3,История России,4,Всеобщая история,5,Обществознание,4,География,4,Физика,3,Музыка,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,4,74,5,3.866666666666666,Выше среднего,"Алгебра, Геометрия, Всеобщая история, Технология, Основы безопасности жизнедеятельности",Иностранный язык,2,3.55
145,7,М,4,2,1,15,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,2,Геометрия,3,Информатика,4,История России,5,Всеобщая история,2,Обществознание,4,География,5,Физика,4,Музыка,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,3,92,1,3.533333333333333,Выше среднего,"Иностранный язык, История России, География","Алгебра, Всеобщая история",3,1.83
146,7,Ж,4,5,1,15,Русский язык,3,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,2,История России,4,Всеобщая история,5,Обществознание,3,География,5,Физика,4,Музыка,2,Биология,4,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,3,87,4,3.866666666666666,Выше среднего,"Литература, Всеобщая история, География, Технология, Основы безопасности жизнедеятельности",Информатика,3,1.67
147,7,М,8,5,2,15,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,3,Геометрия,3,Информатика,3,История России,3,Всеобщая история,2,Обществознание,2,География,4,Физика,3,Музыка,3,Биология,4,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,2,76,4,3.2666666666666666,Нуждается в улучшении,"Литература, Иностранный язык","Всеобщая история, Обществознание, Технология, Физическая культура",3,2.47
148,7,М,2,2,5,15,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,5,Геометрия,2,Информатика,3,История России,2,Всеобщая история,3,Обществознание,3,География,5,Физика,3,Музыка,3,Биология,2,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,73,5,3.466666666666667,Нуждается в улучшении,"Иностранный язык, Алгебра, География, Технология","Геометрия, История России, Биология",1,4.22
149,7,М,1,2,3,14,Русский язык,4,Литература,2,Иностранный язык,2,Алгебра,5,Геометрия,2,Информатика,2,История России,5,Всеобщая история,5,Обществознание,4,География,2,Физика,4,Музыка,4,Биология,2,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,5,92,1,3.533333333333333,Выше среднего,"Алгебра, История России, Всеобщая история, Основы безопасности жизнедеятельности, Физическая культура","Литература, Иностранный язык, Геометрия, Информатика, География, Биология",2,2.92
